sense ID	lemma	variant	POS	comment
79793	mijać się z prawdą	1	1	##K: og. ##D: kłamać, mówić rzeczy nieprawdziwe. <##nDD> <##VLC: CZ>
79794	rozminąć się z prawdą	1	1	##K: pot. ##D: skłamać, powiedzieć nieprawdę. <##nDD> <##VLC: AK>
79795	minąć się z prawdą	1	1	##K: pot. ##D: skłamać, powiedzieć nieprawdę. <##nDD> <##VLC: AK>
79898	zapłacić jak za zboże	1	1	brak danych <##nDD> <##VLC: AK>
80303	roztaczać opiekę	2	1	brak danych <##nDD> <##VLC: CZ>
80305	otaczać opieką	1	1	brak danych <##s> <##nDD> <##VLC: CZ>
80307	sprawować opiekę	2	1	brak danych <##nDD> <##VLC: CZ>
80310	otoczyć opieką	1	1	brak danych <##nDD> <##VLC: AK>
80311	roztoczyć opiekę	2	1	brak danych <##nDD> <##VLC: AK>
80350	brać rozwód	1	1	brak danych <##nDD> <##VLC: CZ, ZD>
80356	wziąć rozwód	1	1	brak danych <##nDD> <##VLC: AK, WY>
80532	rodzić owoce	1	1	brak danych <##nDD> <##VLC: PRn>
80534	zrodzić owoce	1	1	brak danych <##nDD> <##VLC: PRd>
80541	pozbawić życia	1	1	brak danych <##nDD> <##VLC: AK>
80810	zrobić miejsce	1	1	brak danych <##nDD> <##VLC: AK>
80995	pokrywać milczeniem	1	1	brak danych <##nDD> <##VLC: CZ>
80998	pokryć milczeniem	1	1	brak danych <##nDD> <##VLC: AK>
81294	nadawać kształt	1	1	brak danych <##nDD> <##VLC: DZn>
81305	nadać kształt	1	1	brak danych <##nDD> <##VLC: DZd>
81485	pozbierać siły	1	1	brak danych <##nDD> <##VLC: DZd>
81543	wybijać ze snu	1	1	brak danych <##nDD> <##VLC: CZ>
81797	mieć ochotę	1	1	brak danych <##nDD> <##VLC: ST>
82054	darzyć miłością	1	1	##K: og. ##D: żywić do kogoś uczucie miłości. [##W: Sama Henrietta darzy miłością Ludwika XIV, który by ukryć z nią romans, postanawia użyć jako parawanu jej dwórki, Luizy de La Valliere, narzeczonej Raula.] <##nDD> <##VLC: ST>
82055	obdarzać miłością	1	1	##K: og. ##D: żywić do kogoś uczucie miłości. [##P: Bóg nas stworzył, byśmy obdarzali miłością i byli nią obdarzani.] <##nDD> <##VLC: ST>
82127	robić laskę	1	1	wulg. <##nDD> <##VLC: CZ>
82128	strzelać laskę	1	1	wulg. <##nDD> <##VLC: CZ>
82131	obciągać fiuta	1	1	wulg. <##nDD> <##VLC: CZ>
82132	obciągać chuja	1	1	wulg. <##nDD> <##VLC: CZ>
82134	obciągnąć chuja	1	1	wulg. <##nDD> <##VLC: AK>
82137	obciągnąć fiuta	1	1	wulg. <##nDD> <##VLC: AK>
82138	zrobić gałę	1	1	##K: wulg. ##D: doprowadzić oralnie mężczyznę do orgazmu. <##nDD> <##VLC: AK>
82139	zrobić laskę	1	1	wulg. <##nDD> <##VLC: AK>
82140	zrobić loda	1	1	##K: wulg. ##D: doprowadzić oralnie mężczyznę do orgazmu. <##nDD> <##VLC: AK>
82509	robić tragedię	1	1	brak danych <##nDD> <##VLC: ST>
82560	uprawiać seks oralny	1	1	brak danych <##nDD> <##VLC: CZ>
82565	uprawiać miłość francuską	1	1	brak danych <##nDD> <##VLC: CZ>
82577	mieć seks	1	1	##K: pot. ##D: odbywać stosunek płciowy. [##P: Po kilku miesiącach czatowania na portalu randkowym spotkaliśmy się i mieliśmy seks.] <##nDD> <##VLC: CZ>
82611	prowadzić korespondencję	1	1	brak danych <##nDD> <##VLC: CZ>
82627	siedzieć za kratkami	1	1	brak danych <##nDD> <##VLC: ST>
82995	jednać się z Bogiem	1	1	##K: książk. ##D: spowiadać się, wyznawać swoje grzechy. <##nDD> <##VLC: CZ>
82997	pojednać się z Bogiem	1	1	##K: książk. ##D: wyspowiadać się, wyznać swoje grzechy. <##nDD> <##VLC: AK>
83005	popędzić ... kota	1	1	przen. <##nDD> <##VLC: AK>
83006	pogonić ... kota	1	1	przen. <##nDD> <##VLC: AK>
83011	zadawać gwałt	2	1	przen. <##nDD> <##VLC: CZ>
83012	zadać gwałt	2	1	przen. <##nDD> <##VLC: AK>
83199	dodać otuchy	1	1	brak danych <##nDD> <##VLC: AK>
83202	dodawać otuchy	1	1	brak danych <##nDD> <##VLC: CZ>
83248	zbierać siły	1	1	##K: pot. ##D: przygotowywać się do jakiegoś konkretnego działania, wysiłku. [##P: ] {##L: } <##nDD> <##VLC: DZn>
83249	zebrać siły	1	1	##K: og. ##D: przygotować się do jakiegoś działania, zmobilizować się. [##P: Po sesji musimy zebrać siły na nowy semestr.] <##nDD> <##VLC: DZd>
83467	wydmuchać nos	1	1	brak danych <##nDD> <##VLC: DZd>
83469	walnąć kupala	1	1	posp. <##nDD> <##VLC: AK>
83470	strzelić kupsztala	1	1	<##nDD> <##VLC: AK>
83471	strzelić kupala	1	1	<##nDD> <##VLC: AK>
83472	walnąć kupsztala	1	1	posp. <##nDD> <##VLC: AK>
83562	odkręcać kurek	1	1	brak danych <##nDD> <##VLC: CZ>
83563	odkręcić kurek	1	1	brak danych <##nDD> <##VLC: AK>
83564	odkręcać wodę	1	1	brak danych <##nDD> <##VLC: CZ>
83565	odkręcać gaz	1	1	brak danych <##nDD> <##VLC: CZ>
83566	odkręcić wodę	1	1	brak danych <##nDD> <##VLC: AK>
83567	odkręcić gaz	1	1	brak danych <##nDD> <##VLC: AK>
83630	stać sztorcem	1	1	brak danych <##nDD> <##VLC: ST>
83635	zwracać się z pytaniem	1	1	brak danych <##nDD> <##VLC: CZ, ZD>
83642	zwrócić się z pytaniem	1	1	brak danych <##nDD> <##VLC: AK, WY>
83650	fazy materii	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
83652	plazma kwarkowa	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
83653	plazma neutronowa	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
83654	faza stała	1	2	##K: specj. {##L: http://pl.wikipedia.org/wiki/Faza_sta%C5%82a} <##nDD>
83659	grać w karty	1	1	brak danych <##nDD> <##VLC: DZn>
83662	dać szacha	1	1	brak danych <##nDD> <##VLC: AK>
83664	dać mata	1	1	brak danych <##nDD> <##VLC: AK>
83669	robić ruch	1	1	brak danych <##nDD> <##VLC: DZn>
83748	zawrzeć znajomość	1	1	spotkać kogoś, poznać i już na zawsze uznawać za znajomego, może to być początek przyjaźni lub współpracy, regularnych kontaktów <##nDD> <##VLC: AK, WY>
83753	zawierać znajomość	1	1	brak danych <##nDD> <##VLC: CZ, ST>
83899	wykonywać roszadę	1	1	brak danych <##nDD> <##VLC: DZn>
83901	zrobić ruch	1	1	brak danych <##nDD> <##VLC: DZd>
83902	wykonać roszadę	1	1	brak danych <##nDD> <##VLC: DZd>
83909	poddawać partię	1	1	brak danych <##nDD> <##VLC: CZ>
83910	poddać partię	1	1	brak danych <##nDD> <##VLC: AK, WY>
83953	zrobić siku	1	1	brak danych <##nDD> <##VLC: AK>
84166	dawać odpowiedź	1	1	brak danych <##nDD> <##VLC: CZ>
84169	udzielać odpowiedzi	1	1	brak danych <##nDD> <##VLC: CZ>
84170	dać odpowiedź	1	1	brak danych <##nDD> <##VLC: AK, DZd>
84172	udzielić odpowiedzi	1	1	brak danych <##nDD> <##VLC: AK, DZd>
84212	przypadać do smaku	1	1	brak danych <##nDD> <##VLC: ST>
84261	dać awans	1	1	brak danych <##nDD> <##VLC: AK, DZd>
84428	pędzić życie	1	1	brak danych <##nDD> <##VLC: CZ>
84429	prowadzić życie	1	1	brak danych <##nDD> <##VLC: CZ>
84511	dawać początek	1	1	brak danych <##nDD> <##VLC: CZ>
84513	robić pierwszy krok	1	1	przen. <##nDD> <##VLC: CZ>
84516	zrobić pierwszy krok	1	1	przen. <##nDD> <##VLC: AK>
84607	składać ukłon	1	1	brak danych <##nDD> <##VLC: CZ>
84608	złożyć ukłon	1	1	brak danych <##nDD> <##VLC: AK>
84652	wydać dźwięk	1	1	brak danych <##nDD> <##VLC: WY>
84805	chodzić po kweście	1	1	brak danych <##nDD> <##VLC: CZ>
84854	mieć majaki	1	1	brak danych <##nDD> <##VLC: ST>
84893	prawić morały	1	1	brak danych <##nDD> <##VLC: CZ, DZn>
84931	pomieszczenie mieszkalne	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD> 
84939	język retoryczny	1	2	##K:  ##D: . [##P: ] {##L:} <##nDD> 
84940	język publicystyczny	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
85121	osoba niepełnosprawna	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
##A1: 0
85219	źle wyjść	2	1	##K: og. ##D: stracić coś z powodu zaangażowania się w niewłaściwą sprawę. [##Ko: źle wyjść na czymś] [##P: Wyszli na tym bardzo źle, nie dość, że stracili wszystkie oszczędności, to komornik zajął im jeszcze jedno z mieszkań.] <##nDD> <##VLC: WY>
85233	dobrze wyjść	2	1	brak danych <##nDD> <##VLC: AK>
85257	mieć świadomość	1	1	brak danych <##nDD> <##VLC: ST>
85336	mieć udział	1	1	brak danych <##nDD> <##VLC: ST>
85383	wybierać numer	1	1	brak danych <##nDD> <##VLC: CZ>
85386	wybrać numer	1	1	brak danych <##nDD> <##VLC: AK>
85396	wnosić apelację	1	1	brak danych <##nDD> <##VLC: DZn>
85408	rozkład jazdy	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
85435	proces fonetyczny	1	2	##K: specj. ##D: zmiana języka w zakresie fonetyki. [##W: Jedną z przyczyn procesów fonetycznych może być wpływ podłoża językowego (substratu językowego) na superstrat językowy.] {##L: http://pl.wikipedia.org/wiki/Proces_fonetyczny} <##nDD> 
85482	mieć w pamięci	1	1	brak danych <##nDD> <##VLC: ST>
85534	zbierać się na odwagę	1	1	brak danych <##nDD> <##VLC: CZ>
85680	wiertarka dentystyczna	1	2	##K: og. {##L: http://pl.wikipedia.org/wiki/Wiertarka_dentystyczna} <##nDD>
85681	wiertarka stomatologiczna	1	2	##K: og. {##L: http://pl.wikipedia.org/wiki/Wiertarka_dentystyczna} <##nDD>
85788	wykładnik czasu przeszłego	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
85789	końcówka fleksyjna	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
85790	wykładnik imiesłowu	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
85791	wykładnik rodzaju	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
85792	wykładnik trybu przypuszczającego	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
85793	wykładnik tematu czasu przeszłego	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
85794	przyrostek tematu czasu przeszłego	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
86056	służyć w wojsku	1	1	brak danych <##nDD> <##VLC: CZ>
86122	mieć znaczenie	1	1	brak danych <##nDD> <##VLC: ST>
86208	wydać głos	2	1	ogólnie: wytworzyć dźwięk, wydobyć go z siebie, gdy jest się istotą żywą <##nDD> <##VLC: WY>
86340	udzielać rozgrzeszenia	1	1	brak danych <##nDD> <##VLC: CZ>
86341	dawać rozgrzeszenie	1	1	brak danych <##nDD> <##VLC: CZ>
86346	udzielić rozgrzeszenia	1	1	brak danych <##nDD> <##VLC: AK, DZd>
86347	dać rozgrzeszenie	1	1	brak danych <##nDD> <##VLC: AK, DZd>
86551	być świadkiem	1	1	słyszeć, widzieć, obserwować jakieś wydarzenie <##nDD> <##VLC: CZ>
86713	zdobyć podstępem	1	1	zdobyć coś dzięki podstępowi <##nDD>
86714	zdobywać podstępem	1	1	zdobywać coś dzięki podstępowi <##nDD> <##VLC: CZ>
86862	zwracać się z prośbą	1	1	brak danych <##nDD> <##VLC: CZ, ZD>
87463	sport umysłowy	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD> ##A1: 0
87554	okrywać się hańbą	1	1	brak danych <##nDD> <##VLC: CZ>
87555	okryć się hańbą	1	1	brak danych <##nDD> <##VLC: AK>
89590	popełniać grzech	1	1	rel. <##nDD> <##VLC: CZ>
89592	popełnić grzech	1	1	rel. <##nDD> <##VLC: AK>
93426	udzielać informacji	1	1	brak danych <##nDD> <##VLC: CZ>
90212	moduł dokujący	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
90432	materiał wsadowy	1	2	w obróbce metali <##nDD> 
90498	okazać skruchę	1	1	brak danych <##nDD> <##VLC: AK, WY>
90909	zaprzeć oddech	1	1	##K: og. ##D: spowodować, że ktoś przestanie oddychać, wstrzymać komuś oddech. <##nDD> <##VLC: AK>
90911	zapierać oddech	1	1	##K: og. ##D: powodować, że ktoś przestanie oddychać, wstrzymywać komuś oddech. <##nDD> <##VLC: CZ>
90937	wziąć na hol	1	1	brak danych <##nDD> <##VLC: AK>
90938	brać na hol	1	1	brak danych <##nDD> <##VLC: CZ>
90969	pozwalać sobie	1	1	brak danych <##nDD> <##VLC: ZD>
91244	wyrzucać sobie	1	1	brak danych <##nDD> <##VLC: ST>
91250	udzielać pomocy	1	1	brak danych <##nDD> <##VLC: CZ>
91251	przychodzić z pomocą	1	1	brak danych <##nDD> <##VLC: CZ>
91252	udzielić pomocy	1	1	brak danych <##nDD> <##VLC: AK>
91253	przyjść z pomocą	1	1	brak danych <##nDD> <##VLC: AK>
91394	chorować psychicznie	1	1	brak danych <##nDD> <##VLC: ST>
91396	chorować umysłowo	1	1	brak danych <##nDD> <##VLC: ST>
91427	zachorować psychicznie	1	1	brak danych <##nDD> <##VLC: WY>
91433	stracić rozum	1	1	brak danych <##nDD> <##VLC: WY>
91435	dostać pomieszania zmysłów	1	1	brak danych <##nDD> <##VLC: WY>
91438	dostać fioła	1	1	brak danych <##nDD> <##VLC: PRd>
91439	dostać fisia	1	1	brak danych <##nDD> <##VLC: PRd>
91441	dostać bzika	1	1	brak danych <##nDD> <##VLC: PRd>
91442	dostać hysia	1	1	brak danych <##nDD> <##VLC: PRd>
91444	dostać hyzia	1	1	brak danych <##nDD> <##VLC: PRd>
91448	dostać szmergla	1	1	##K: pot. ##D: zbzikować, bardzo się w czymś zapamiętać, zacząć niegroźnie chorować na psychice. <##nDD> <##VLC: PRd>
91449	dostać świra	1	1	brak danych <##nDD> <##VLC: PRd>
91453	chory psychicznie	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
##A1: 0 ##A2: 0
91471	klawiatura ekranowa	1	2	##K: og. ##D: rodzaj klawiatury, która nie jest podłączona do komputera, a wyświetlana na ekranie monitora. [##P: Klawiatura ekranowa jest używana przez osoby niepełnosprawne lub w przypadku braku czy uszkodzenia fizycznej klawiatury.] {##L: https://pl.wikipedia.org/wiki/Klawiatura_ekranowa} <##nDD> 
91472	ekran dotykowy	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
91475	komputer stacjonarny	1	2	"rodzaj komputera osobistego, który zwykle jest na stałe umiejscowiony przy biurku. Składa się z co najmniej trzech zasadniczych elementów: jednostki centralnej, monitora i klawiatury" (W) <##s> <##nDD>
91476	komputer przenośny	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
91479	komputer kieszonkowy	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
91590	układ dwójkowy	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
91591	system dwójkowy	1	2	##K: specj. ##D: pozycyjny system liczbowy, w którym podstawą jest liczba 2, a do zapisu liczb potrzebne są tylko dwie cyfry – 0 i 1. [##P: ] {##L: https://pl.wikipedia.org/wiki/Dw%C3%B3jkowy_system_liczbowy} <##nDD>
91592	system binarny	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
91600	jedynkowy system liczbowy	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
91602	niepozycyjny system liczbowy	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
91616	system addytywny	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
91980	wprawić w ruch	1	1	spowodować, że coś się poruszyło lub nadal rusza. <##nDD> <##VLC: AK>
92090	dług moralny	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
92247	zażyczyć sobie	1	1	brak danych <##nDD> <##VLC: WY>
92251	nabrać ochoty	1	1	brak danych <##nDD> <##VLC: WY>
92271	postawić w stan pogotowia	1	1	brak danych <##nDD> <##VLC: AK, DZd, WY>
92272	postawić w stan gotowości	1	1	brak danych <##nDD> <##VLC: AK, DZd, WY>
92273	stawiać w stan pogotowia	1	1	brak danych <##nDD> <##VLC: CZ, DZn, ZD>
92274	stawiać w stan gotowości	1	1	brak danych <##nDD> <##VLC: CZ, DZn, ZD>
92343	być zmuszonym	1	1	[##P: Jestem zmuszona odmówić.] [##P: Anna była zmuszona opuścić miasto z powodu niezmywalnej skazy na swojej reputacji.] [##P: Byłam zmuszona odwołać wizytę w spa, bo ślub mojej pasierbicy wypadał w ten sam weekend, na który miałam rezerwację.] [##P: Kot podarł materiał i była zmuszona zacząć odrysowywanie wykroju od nowa.] [##P: Czułam się tak słabo, że byłam zmuszona usiąść.] <##nDD> <##VLC: ST>
92599	ściągnąć skórę	1	1	brak danych <##nDD> <##VLC: DZd>
92600	zdjąć skórę	1	1	brak danych <##nDD> <##VLC: DZd>
92917	zasięgać rady	1	1	brak danych <##nDD> <##VLC: CZ, ZD>
92946	udzielać akredytacji	1	1	brak danych <##nDD> <##VLC: DZn>
92947	udzielić akredytacji	1	1	brak danych <##nDD> <##VLC: DZd>
93429	udzielić informacji	1	1	brak danych <##nDD> <##VLC: AK>
93544	powoływać na tron	1	1	brak danych <##nDD> <##VLC: CZ>
93545	wprowadzać na tron	1	1	przestarz. <##nDD> <##VLC: CZ>
93546	osadzać na tronie	1	1	brak danych <##nDD> <##VLC: CZ>
93550	powołać na tron	1	1	brak danych <##nDD> <##VLC: DZd>
93551	wprowadzić na tron	1	1	przestarz. <##nDD> <##VLC: DZd>
93554	osadzić  na tronie	1	1	brak danych <##nDD> <##VLC: DZd>
93699	ujrzeć światło dzienne	1	1	przestarz. <##nDD> <##VLC: WY>
93844	kazać się wypchać	1	1	w trybie rozkazującym <##nDD> <##VLC: AK>
93845	kazać się wypchać trocinami	1	1	brak danych <##nDD> <##VLC: AK>
93846	dać się wypchać	1	1	brak danych <##nDD> <##VLC: AK>
93847	dać się wypchać trocinami	1	1	brak danych <##nDD> <##VLC: AK>
93995	puścić pawia	1	1	##K: pot. ##D: zwymiotować raz, jednokrotnie zwrócić treść pokarmową przez przełyk i jamę ustną. [##P: Po suto zakrapianej imprezie puściłem pawia.] <##nDD> <##VLC: AK>
94110	dać się wrobić	1	1	brak danych <##nDD> <##VLC: AK>
94111	dać się wkopać	1	1	brak danych <##nDD> <##VLC: AK>
94120	dać się wplątać	1	1	brak danych <##nDD> <##VLC: AK>
94123	udzielać spowiedzi	1	1	brak danych <##nDD> <##VLC: CZ>
94125	słuchać spowiedzi	1	1	brak danych <##nDD> <##VLC: CZ>
94127	udzielić spowiedzi	1	1	brak danych <##nDD> <##VLC: AK>
94132	wysłuchać spowiedzi	1	1	brak danych <##nDD> <##VLC: AK>
94233	zakładać legowisko	1	1	brak danych <##nDD> <##VLC: DZn>
94236	założyć legowisko	1	1	brak danych <##nDD> <##VLC: DZd>
94291	pierwsza kwadra	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD> 
94292	trzecia kwadra	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
94293	ostatnia kwadra	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
95100	nosić w sercu	1	1	przen. odczuwać coś nieustatnnie (np. nie noszę już do ciebie w sercu urazy) <##nDD> <##VLC: ST>
95149	stracić panowanie nad nerwami	1	1	brak danych <##nDD> <##VLC: AK, WY>
95150	tracić panowanie nad nerwami	1	1	brak danych <##nDD> <##VLC: CZ, ST>
95311	zdać relację	1	1	brak danych <##nDD> <##VLC: AK>
95791	stopować piłkę	1	1	zatrzymywać  <##nDD> <##VLC: DZn>
95795	zastopować piłkę	1	1	zatrzymać <##nDD> <##VLC: DZd>
96000	wyrządzać szkodę	1	1	brak danych <##nDD> <##VLC: CZ>
96003	zajmować stanowisko	1	1	brak danych <##nDD> <##VLC: CZ>
96301	mieć muchy w nosie	1	1	brak danych <##nDD> <##VLC: ST>
97133	przykuwać uwagę	1	1	##K: og. ##D: interesować na dłużej, sprawiać, że ktoś jest zaciekawiony. [##P: Miasto wygląda dość pospolicie, ale pomnik na skwerku przykuwa uwagę.] [##P: Jak na razie opowieść nie przykuwa uwagi.] <##nDD> <##VLC: ST>
97134	przykuć uwagę	1	1	##K: og. ##D: zainteresować na dłużej, sprawić, że ktoś jest zaciekawiony. [##P: Podczas spaceru dwójka przechodniów przykuła uwagę całej grupy.] [##P: Pościłam mu bajkę, ale nie przykuła jego uwagi.] <##nDD> <##VLC: WY>
97345	złożyć pokłon	1	1	brak danych <##nDD> <##VLC: AK>
97346	składać pokłon	1	1	brak danych <##nDD> <##VLC: CZ>
98284	ulec wypadkowi	1	1	brak danych <##nDD> <##VLC: WY>
98365	ulegać wypadkowi	1	1	brak danych <##nDD> <##VLC: ZD>
98625	trzepać kasę	1	1	brak danych <##nDD> <##VLC: CZ, ZD>
98785	najazd kamery	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
365906	gra w karty	2	2	zajęcie, czynność grania w karty (np. w wolnych chwilach zajmował się grą w karty) <##s> <##nDD>
98981	studzienka przeciwpożarowa	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
98982	studzienka ściekowa	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
98983	wpust ściekowy	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
370244	pompa pomocnicza	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
99400	bental litoralny	1	2	##K: specj. ##D: bental związany z litoralem - przybrzeżny. <##nDD>
99421	strona internetowa	1	2	##K: og.
##D: informacje w postaci tekstu, obrazu lub dźwięku zamieszczone pod jednym adresem internetowym. [##P: ] {##L: http://pl.wikipedia.org/wiki/Strona_internetowa} <##nDD>
99437	blog tekstowy	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD> 
99444	plik wideo	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
99445	plik audio	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
99455	mieć cykora	1	1	przen. <##nDD> <##VLC: ST>
99464	las liściasty	2	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
99471	pustynia arktyczna	2	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
99473	pustynia arktyczna	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
99595	historyk literatury	1	2	##K: og. ##D: specjalista w dziedzinie hitorii literatury. [##P: Na naszym wydziale mamy wielu znakomitych hitoryków literatury.] <##nDD>
##A1: 0 ##A2: 0
99596	historyk kultury	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
##A1: 0 ##A2: 0
99615	kleszczyki chirurgiczne	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
99754	znak ostrzegawczy	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD> 
99755	znak zakazu	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD> 
99756	znak nakazu	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD> 
99757	znak informacyjny	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
99768	ziać pustką	1	1	brak danych <##nDD> <##VLC: ST>
99769	zionąć pustką	1	1	brak danych <##nDD> <##VLC: ST>
99770	ziać nudą	1	1	brak danych <##nDD> <##VLC: ST>
99771	zionąć nudą	1	1	brak danych <##nDD> <##VLC: ST>
99772	wiać nudą	1	1	brak danych <##nDD> <##VLC: ST>
99867	czynnik chorobotwórczy	1	2	##K: og. {##L: http://pl.wikipedia.org/wiki/Patogen} <##nDD> 
99898	system wersyfikacyjny	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
99927	borówczysko bażynowe	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD> 
99928	borówczysko piargowe	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD> 
99929	borówczysko połoninowe	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
99940	hala pasterska	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD> 
99954	warstwa skalna	1	2	##K: og. ##D: ułożona poziomo warstwa materiału skalnego. <##nDD>
609595	muchomor pochwiasty forma łuskowata	1	2	##K: daw.
{##L: http://pl.wikipedia.org/wiki/Muchomor_z%C5%82otawy} <##nDD>
99998	taśma filmowa	1	2	##K: pot. ##D: jeden z podstawowych rodzajów materiałów światłoczułych. <##s> <##nDD>
100003	negatyw barwny	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
100004	negatyw czarno-biały	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
100014	sortownik papierniczy	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
100040	komisja krajowa	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
100105	fototropizm zwierzęcy	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
100232	nauka leśna	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
100239	rozproszona gospodarka energetyczna	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
100287	archiwizacja danych	1	2	##K: specj. ##D: czynność przeniesienia danych komputerowych w inne miejsce w pamięci masowej, w celu ich długotrwałego przechowywania. [##W: W procesie archiwizacji dane starsze, mniej używane przenoszone są na wolniejsze, tańsze nośniki danych.] {##L: https://pl.wikipedia.org/wiki/Archiwizacja_danych} <##nDD>
100293	ludzie pracy	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
100333	postrzygać tkaninę	1	1	brak danych <##nDD> <##VLC: DZn>
100358	grafika trójwymiarowa	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD> 
100359	grafika 3D	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
100403	wciskać kit	1	1	brak danych <##nDD> <##VLC: CZ>
100436	prezydent elekt	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
##A1: 0 ##A2: 0
100441	stół mikserski	1	2	##K: specj. ##D: centralny punkt toru elektroakustycznego, do którego podłączone są źródła sygnału elektroakustycznego i umożliwiający zmianę parametrów doprowadzonego sygnału. [##W: Reżyserka wyposażona została w analogowy stół mikserski SSL serii 9000J ze sterowaniem komputerowym oraz magnetofony do zapisu wielośladowego.] {##L: http://pl.wikipedia.org/wiki/St%C3%B3%C5%82_mikserski} <##s> <##nDD>
100442	konsoleta mikserska	1	2	##K: specj. ##D: centralny punkt toru elektroakustycznego, do którego podłączone są źródła sygnału elektroakustycznego i umożliwiający zmianę parametrów doprowadzonego sygnału. [##P: Do nagłośnienia najlepsza będzie cyfrowa konsoleta mikserska wyposażona w 32 wejścia i 32 wyjścia analogowe.] {##L: http://pl.wikipedia.org/wiki/St%C3%B3%C5%82_mikserski} <##s> <##nDD>
100446	kręgi pod oczami	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD> ##A1: {wstręt; brzydota} - s [Niezależnie od stanu zdrowia zawsze miał takie kręgi pod oczami.] ##A2: {smutek, wstręt; brzydota, nieszczęście} - s [Biedna, wygląda jak cień człowieka z tymi kręgami pod oczami.]
100447	sińce pod oczami	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD> ##A1: {wstręt; brzydota} - s [Podobno te sińce pod oczami wzięły się z choroby układu krążenia.] ##A2: {smutek, wstręt; brzydota, nieszczęście} - s [Martwią mnie sińce pod oczami mojej mamy - musi być bardzo przemęczona.]
